
loading dataset ...
len(hyper) of ntire2022 dataset:897
len(bgr) of ntire2022 dataset:897
[iter:35240/300000],lr=0.000193302,train_losses.avg=0.340353101
[iter:35260/300000],lr=0.000193294,train_losses.avg=0.340304494
[iter:35280/300000],lr=0.000193287,train_losses.avg=0.340258807
[iter:35300/300000],lr=0.000193279,train_losses.avg=0.340202481
[iter:35320/300000],lr=0.000193272,train_losses.avg=0.340146393
[iter:35340/300000],lr=0.000193264,train_losses.avg=0.340086550
[iter:35360/300000],lr=0.000193257,train_losses.avg=0.340029925
[iter:35380/300000],lr=0.000193249,train_losses.avg=0.339982122
[iter:35400/300000],lr=0.000193241,train_losses.avg=0.339923620
[iter:35420/300000],lr=0.000193234,train_losses.avg=0.339860588
[iter:35440/300000],lr=0.000193226,train_losses.avg=0.339798868
[iter:35460/300000],lr=0.000193219,train_losses.avg=0.339738876
[iter:35480/300000],lr=0.000193211,train_losses.avg=0.339683503
[iter:35500/300000],lr=0.000193204,train_losses.avg=0.339630693
[iter:35520/300000],lr=0.000193196,train_losses.avg=0.339572161
[iter:35540/300000],lr=0.000193189,train_losses.avg=0.339514017
[iter:35560/300000],lr=0.000193181,train_losses.avg=0.339448154
[iter:35580/300000],lr=0.000193173,train_losses.avg=0.339396775
[iter:35600/300000],lr=0.000193166,train_losses.avg=0.339338690
[iter:35620/300000],lr=0.000193158,train_losses.avg=0.339268744
[iter:35640/300000],lr=0.000193151,train_losses.avg=0.339217722
[iter:35660/300000],lr=0.000193143,train_losses.avg=0.339174092
[iter:35680/300000],lr=0.000193135,train_losses.avg=0.339124203
[iter:35700/300000],lr=0.000193128,train_losses.avg=0.339062303
[iter:35720/300000],lr=0.000193120,train_losses.avg=0.339000285
[iter:35740/300000],lr=0.000193113,train_losses.avg=0.338953733
[iter:35760/300000],lr=0.000193105,train_losses.avg=0.338894218
[iter:35780/300000],lr=0.000193097,train_losses.avg=0.338839561
[iter:35800/300000],lr=0.000193090,train_losses.avg=0.338769466
[iter:35820/300000],lr=0.000193082,train_losses.avg=0.338708729
[iter:35840/300000],lr=0.000193074,train_losses.avg=0.338650137
[iter:35860/300000],lr=0.000193067,train_losses.avg=0.338589698
[iter:35880/300000],lr=0.000193059,train_losses.avg=0.338525951
[iter:35900/300000],lr=0.000193051,train_losses.avg=0.338460535
[iter:35920/300000],lr=0.000193044,train_losses.avg=0.338403970
[iter:35940/300000],lr=0.000193036,train_losses.avg=0.338343084
[iter:35960/300000],lr=0.000193028,train_losses.avg=0.338275671
[iter:35980/300000],lr=0.000193021,train_losses.avg=0.338210762
[iter:36000/300000],lr=0.000193013,train_losses.avg=0.338142514
MRAE:0.2505183219909668, RMSE: 0.036537207663059235, PNSR:30.824071884155273
 Iter[036000], Epoch[000036], learning rate : 0.000193013, Train MRAE: 0.338142514, Test MRAE: 0.250518322, Test RMSE: 0.036537208, Test PSNR: 30.824071884 
[iter:36020/300000],lr=0.000193005,train_losses.avg=0.338090181
[iter:36040/300000],lr=0.000192998,train_losses.avg=0.338045716
[iter:36060/300000],lr=0.000192990,train_losses.avg=0.338013291
[iter:36080/300000],lr=0.000192982,train_losses.avg=0.337964565
[iter:36100/300000],lr=0.000192975,train_losses.avg=0.337911904
[iter:36120/300000],lr=0.000192967,train_losses.avg=0.337862015
[iter:36140/300000],lr=0.000192959,train_losses.avg=0.337811619
[iter:36160/300000],lr=0.000192952,train_losses.avg=0.337750971
[iter:36180/300000],lr=0.000192944,train_losses.avg=0.337714672
[iter:36200/300000],lr=0.000192936,train_losses.avg=0.337647885
[iter:36220/300000],lr=0.000192929,train_losses.avg=0.337580383
[iter:36240/300000],lr=0.000192921,train_losses.avg=0.337524533
[iter:36260/300000],lr=0.000192913,train_losses.avg=0.337464541
[iter:36280/300000],lr=0.000192905,train_losses.avg=0.337398142
[iter:36300/300000],lr=0.000192898,train_losses.avg=0.337341785
[iter:36320/300000],lr=0.000192890,train_losses.avg=0.337281585
[iter:36340/300000],lr=0.000192882,train_losses.avg=0.337226719
[iter:36360/300000],lr=0.000192874,train_losses.avg=0.337186426
[iter:36380/300000],lr=0.000192867,train_losses.avg=0.337124705
[iter:36400/300000],lr=0.000192859,train_losses.avg=0.337057054
[iter:36420/300000],lr=0.000192851,train_losses.avg=0.336991072
[iter:36440/300000],lr=0.000192843,train_losses.avg=0.336925983
[iter:36460/300000],lr=0.000192836,train_losses.avg=0.336873889
[iter:36480/300000],lr=0.000192828,train_losses.avg=0.336820722
[iter:36500/300000],lr=0.000192820,train_losses.avg=0.336764872
[iter:36520/300000],lr=0.000192812,train_losses.avg=0.336717963
[iter:36540/300000],lr=0.000192805,train_losses.avg=0.336657703
[iter:36560/300000],lr=0.000192797,train_losses.avg=0.336599410
[iter:36580/300000],lr=0.000192789,train_losses.avg=0.336538047
[iter:36600/300000],lr=0.000192781,train_losses.avg=0.336479366
[iter:36620/300000],lr=0.000192773,train_losses.avg=0.336409271
[iter:36640/300000],lr=0.000192766,train_losses.avg=0.336354494
[iter:36660/300000],lr=0.000192758,train_losses.avg=0.336300999
[iter:36680/300000],lr=0.000192750,train_losses.avg=0.336244017
[iter:36700/300000],lr=0.000192742,train_losses.avg=0.336192816
[iter:36720/300000],lr=0.000192734,train_losses.avg=0.336145103
[iter:36740/300000],lr=0.000192727,train_losses.avg=0.336091191
[iter:36760/300000],lr=0.000192719,train_losses.avg=0.336048335
[iter:36780/300000],lr=0.000192711,train_losses.avg=0.335988849
[iter:36800/300000],lr=0.000192703,train_losses.avg=0.335935801
[iter:36820/300000],lr=0.000192695,train_losses.avg=0.335885435
[iter:36840/300000],lr=0.000192687,train_losses.avg=0.335846186
[iter:36860/300000],lr=0.000192680,train_losses.avg=0.335789204
[iter:36880/300000],lr=0.000192672,train_losses.avg=0.335734248
[iter:36900/300000],lr=0.000192664,train_losses.avg=0.335678458
[iter:36920/300000],lr=0.000192656,train_losses.avg=0.335616946
[iter:36940/300000],lr=0.000192648,train_losses.avg=0.335566610
[iter:36960/300000],lr=0.000192640,train_losses.avg=0.335517675
[iter:36980/300000],lr=0.000192632,train_losses.avg=0.335466176
[iter:37000/300000],lr=0.000192625,train_losses.avg=0.335424930
MRAE:0.29955577850341797, RMSE: 0.04634561389684677, PNSR:28.79384422302246
 Iter[037000], Epoch[000037], learning rate : 0.000192625, Train MRAE: 0.335424930, Test MRAE: 0.299555779, Test RMSE: 0.046345614, Test PSNR: 28.793844223 
[iter:37020/300000],lr=0.000192617,train_losses.avg=0.335372061
[iter:37040/300000],lr=0.000192609,train_losses.avg=0.335315228
[iter:37060/300000],lr=0.000192601,train_losses.avg=0.335251838
[iter:37080/300000],lr=0.000192593,train_losses.avg=0.335201323
[iter:37100/300000],lr=0.000192585,train_losses.avg=0.335138619
[iter:37120/300000],lr=0.000192577,train_losses.avg=0.335077018
[iter:37140/300000],lr=0.000192569,train_losses.avg=0.335010201
[iter:37160/300000],lr=0.000192561,train_losses.avg=0.334947497
[iter:37180/300000],lr=0.000192553,train_losses.avg=0.334890336
[iter:37200/300000],lr=0.000192546,train_losses.avg=0.334838063
[iter:37220/300000],lr=0.000192538,train_losses.avg=0.334779799
[iter:37240/300000],lr=0.000192530,train_losses.avg=0.334744364
[iter:37260/300000],lr=0.000192522,train_losses.avg=0.334679723
[iter:37280/300000],lr=0.000192514,train_losses.avg=0.334635079
[iter:37300/300000],lr=0.000192506,train_losses.avg=0.334595531
[iter:37320/300000],lr=0.000192498,train_losses.avg=0.334534913
[iter:37340/300000],lr=0.000192490,train_losses.avg=0.334475666
[iter:37360/300000],lr=0.000192482,train_losses.avg=0.334425539
[iter:37380/300000],lr=0.000192474,train_losses.avg=0.334370494
[iter:37400/300000],lr=0.000192466,train_losses.avg=0.334333986
[iter:37420/300000],lr=0.000192458,train_losses.avg=0.334271461
[iter:37440/300000],lr=0.000192450,train_losses.avg=0.334210306
[iter:37460/300000],lr=0.000192442,train_losses.avg=0.334145725
[iter:37480/300000],lr=0.000192434,train_losses.avg=0.334092230
[iter:37500/300000],lr=0.000192426,train_losses.avg=0.334034801
[iter:37520/300000],lr=0.000192418,train_losses.avg=0.333981991
[iter:37540/300000],lr=0.000192410,train_losses.avg=0.333943397
[iter:37560/300000],lr=0.000192402,train_losses.avg=0.333901078
[iter:37580/300000],lr=0.000192394,train_losses.avg=0.333852589
[iter:37600/300000],lr=0.000192386,train_losses.avg=0.333795756
[iter:37620/300000],lr=0.000192378,train_losses.avg=0.333765060
[iter:37640/300000],lr=0.000192370,train_losses.avg=0.333713084
[iter:37660/300000],lr=0.000192362,train_losses.avg=0.333660960
[iter:37680/300000],lr=0.000192354,train_losses.avg=0.333620310
[iter:37700/300000],lr=0.000192346,train_losses.avg=0.333567023
[iter:37720/300000],lr=0.000192338,train_losses.avg=0.333509326
[iter:37740/300000],lr=0.000192330,train_losses.avg=0.333448619
[iter:37760/300000],lr=0.000192322,train_losses.avg=0.333404034
[iter:37780/300000],lr=0.000192314,train_losses.avg=0.333346486
[iter:37800/300000],lr=0.000192306,train_losses.avg=0.333286583
[iter:37820/300000],lr=0.000192298,train_losses.avg=0.333226651
[iter:37840/300000],lr=0.000192290,train_losses.avg=0.333171964
[iter:37860/300000],lr=0.000192282,train_losses.avg=0.333119422
[iter:37880/300000],lr=0.000192274,train_losses.avg=0.333081543
[iter:37900/300000],lr=0.000192266,train_losses.avg=0.333020538
[iter:37920/300000],lr=0.000192258,train_losses.avg=0.332962543
[iter:37940/300000],lr=0.000192250,train_losses.avg=0.332910925
[iter:37960/300000],lr=0.000192242,train_losses.avg=0.332875311
[iter:37980/300000],lr=0.000192234,train_losses.avg=0.332832307
[iter:38000/300000],lr=0.000192226,train_losses.avg=0.332786560
MRAE:0.2497033029794693, RMSE: 0.03773576766252518, PNSR:30.552391052246094
 Iter[038000], Epoch[000038], learning rate : 0.000192226, Train MRAE: 0.332786560, Test MRAE: 0.249703303, Test RMSE: 0.037735768, Test PSNR: 30.552391052 
[iter:38020/300000],lr=0.000192218,train_losses.avg=0.332733482
[iter:38040/300000],lr=0.000192210,train_losses.avg=0.332675576
[iter:38060/300000],lr=0.000192202,train_losses.avg=0.332627654
[iter:38080/300000],lr=0.000192193,train_losses.avg=0.332572311
[iter:38100/300000],lr=0.000192185,train_losses.avg=0.332526267
[iter:38120/300000],lr=0.000192177,train_losses.avg=0.332463771
[iter:38140/300000],lr=0.000192169,train_losses.avg=0.332409471
[iter:38160/300000],lr=0.000192161,train_losses.avg=0.332357705
[iter:38180/300000],lr=0.000192153,train_losses.avg=0.332324266
[iter:38200/300000],lr=0.000192145,train_losses.avg=0.332268566
[iter:38220/300000],lr=0.000192137,train_losses.avg=0.332209647
[iter:38240/300000],lr=0.000192129,train_losses.avg=0.332149714
[iter:38260/300000],lr=0.000192120,train_losses.avg=0.332103640
[iter:38280/300000],lr=0.000192112,train_losses.avg=0.332060128
[iter:38300/300000],lr=0.000192104,train_losses.avg=0.332005501
[iter:38320/300000],lr=0.000192096,train_losses.avg=0.331952095
[iter:38340/300000],lr=0.000192088,train_losses.avg=0.331902802
[iter:38360/300000],lr=0.000192080,train_losses.avg=0.331840724
[iter:38380/300000],lr=0.000192072,train_losses.avg=0.331784755
[iter:38400/300000],lr=0.000192063,train_losses.avg=0.331717223
[iter:38420/300000],lr=0.000192055,train_losses.avg=0.331663996
[iter:38440/300000],lr=0.000192047,train_losses.avg=0.331611782
[iter:38460/300000],lr=0.000192039,train_losses.avg=0.331557274
[iter:38480/300000],lr=0.000192031,train_losses.avg=0.331500411
[iter:38500/300000],lr=0.000192023,train_losses.avg=0.331445873
[iter:38520/300000],lr=0.000192014,train_losses.avg=0.331394374
[iter:38540/300000],lr=0.000192006,train_losses.avg=0.331337065
[iter:38560/300000],lr=0.000191998,train_losses.avg=0.331279993
[iter:38580/300000],lr=0.000191990,train_losses.avg=0.331216931
[iter:38600/300000],lr=0.000191982,train_losses.avg=0.331163108
[iter:38620/300000],lr=0.000191974,train_losses.avg=0.331106484
[iter:38640/300000],lr=0.000191965,train_losses.avg=0.331051171
[iter:38660/300000],lr=0.000191957,train_losses.avg=0.330994874
[iter:38680/300000],lr=0.000191949,train_losses.avg=0.330931425
[iter:38700/300000],lr=0.000191941,train_losses.avg=0.330871373
[iter:38720/300000],lr=0.000191932,train_losses.avg=0.330818415
[iter:38740/300000],lr=0.000191924,train_losses.avg=0.330780566
[iter:38760/300000],lr=0.000191916,train_losses.avg=0.330716193
[iter:38780/300000],lr=0.000191908,train_losses.avg=0.330674082
[iter:38800/300000],lr=0.000191900,train_losses.avg=0.330612659
[iter:38820/300000],lr=0.000191891,train_losses.avg=0.330563754
[iter:38840/300000],lr=0.000191883,train_losses.avg=0.330520630
[iter:38860/300000],lr=0.000191875,train_losses.avg=0.330471873
[iter:38880/300000],lr=0.000191867,train_losses.avg=0.330422521
[iter:38900/300000],lr=0.000191858,train_losses.avg=0.330371290
[iter:38920/300000],lr=0.000191850,train_losses.avg=0.330313146
[iter:38940/300000],lr=0.000191842,train_losses.avg=0.330254763
[iter:38960/300000],lr=0.000191834,train_losses.avg=0.330212414
[iter:38980/300000],lr=0.000191825,train_losses.avg=0.330156565
[iter:39000/300000],lr=0.000191817,train_losses.avg=0.330100596
MRAE:0.24428437650203705, RMSE: 0.037694696336984634, PNSR:30.769210815429688
 Iter[039000], Epoch[000039], learning rate : 0.000191817, Train MRAE: 0.330100596, Test MRAE: 0.244284377, Test RMSE: 0.037694696, Test PSNR: 30.769210815 
[iter:39020/300000],lr=0.000191809,train_losses.avg=0.330046982
[iter:39040/300000],lr=0.000191800,train_losses.avg=0.329993069
[iter:39060/300000],lr=0.000191792,train_losses.avg=0.329945564
[iter:39080/300000],lr=0.000191784,train_losses.avg=0.329902649
[iter:39100/300000],lr=0.000191776,train_losses.avg=0.329842597
[iter:39120/300000],lr=0.000191767,train_losses.avg=0.329782903
[iter:39140/300000],lr=0.000191759,train_losses.avg=0.329721808
[iter:39160/300000],lr=0.000191751,train_losses.avg=0.329677433
[iter:39180/300000],lr=0.000191742,train_losses.avg=0.329624206
[iter:39200/300000],lr=0.000191734,train_losses.avg=0.329575807
[iter:39220/300000],lr=0.000191726,train_losses.avg=0.329519361
[iter:39240/300000],lr=0.000191717,train_losses.avg=0.329472512
[iter:39260/300000],lr=0.000191709,train_losses.avg=0.329409778
[iter:39280/300000],lr=0.000191701,train_losses.avg=0.329351187
[iter:39300/300000],lr=0.000191692,train_losses.avg=0.329293430
[iter:39320/300000],lr=0.000191684,train_losses.avg=0.329233825
[iter:39340/300000],lr=0.000191676,train_losses.avg=0.329192877
[iter:39360/300000],lr=0.000191667,train_losses.avg=0.329144746
[iter:39380/300000],lr=0.000191659,train_losses.avg=0.329086542
[iter:39400/300000],lr=0.000191651,train_losses.avg=0.329028100
[iter:39420/300000],lr=0.000191642,train_losses.avg=0.328975976
[iter:39440/300000],lr=0.000191634,train_losses.avg=0.328918487
[iter:39460/300000],lr=0.000191626,train_losses.avg=0.328879446
[iter:39480/300000],lr=0.000191617,train_losses.avg=0.328829288
[iter:39500/300000],lr=0.000191609,train_losses.avg=0.328778446
[iter:39520/300000],lr=0.000191600,train_losses.avg=0.328719527
[iter:39540/300000],lr=0.000191592,train_losses.avg=0.328659236
[iter:39560/300000],lr=0.000191584,train_losses.avg=0.328610182
[iter:39580/300000],lr=0.000191575,train_losses.avg=0.328561634
[iter:39600/300000],lr=0.000191567,train_losses.avg=0.328512222
[iter:39620/300000],lr=0.000191559,train_losses.avg=0.328462332
[iter:39640/300000],lr=0.000191550,train_losses.avg=0.328413069
[iter:39660/300000],lr=0.000191542,train_losses.avg=0.328363955
[iter:39680/300000],lr=0.000191533,train_losses.avg=0.328302652
[iter:39700/300000],lr=0.000191525,train_losses.avg=0.328252226
[iter:39720/300000],lr=0.000191516,train_losses.avg=0.328204870
[iter:39740/300000],lr=0.000191508,train_losses.avg=0.328152955
[iter:39760/300000],lr=0.000191500,train_losses.avg=0.328101963
[iter:39780/300000],lr=0.000191491,train_losses.avg=0.328036129
[iter:39800/300000],lr=0.000191483,train_losses.avg=0.327968359
[iter:39820/300000],lr=0.000191474,train_losses.avg=0.327924430
[iter:39840/300000],lr=0.000191466,train_losses.avg=0.327883303
[iter:39860/300000],lr=0.000191457,train_losses.avg=0.327841759
[iter:39880/300000],lr=0.000191449,train_losses.avg=0.327796757
[iter:39900/300000],lr=0.000191441,train_losses.avg=0.327745259
[iter:39920/300000],lr=0.000191432,train_losses.avg=0.327707231
[iter:39940/300000],lr=0.000191424,train_losses.avg=0.327673674
[iter:39960/300000],lr=0.000191415,train_losses.avg=0.327616692
[iter:39980/300000],lr=0.000191407,train_losses.avg=0.327568173
[iter:40000/300000],lr=0.000191398,train_losses.avg=0.327508032
MRAE:0.21072345972061157, RMSE: 0.029945937916636467, PNSR:32.55554962158203
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[040000], Epoch[000040], learning rate : 0.000191398, Train MRAE: 0.327508032, Test MRAE: 0.210723460, Test RMSE: 0.029945938, Test PSNR: 32.555549622 
[iter:40020/300000],lr=0.000191390,train_losses.avg=0.327453464
[iter:40040/300000],lr=0.000191381,train_losses.avg=0.327406168
[iter:40060/300000],lr=0.000191373,train_losses.avg=0.327355921
[iter:40080/300000],lr=0.000191364,train_losses.avg=0.327316731
[iter:40100/300000],lr=0.000191356,train_losses.avg=0.327257156
[iter:40120/300000],lr=0.000191347,train_losses.avg=0.327206045
[iter:40140/300000],lr=0.000191339,train_losses.avg=0.327152610
[iter:40160/300000],lr=0.000191330,train_losses.avg=0.327098072
[iter:40180/300000],lr=0.000191322,train_losses.avg=0.327054918
[iter:40200/300000],lr=0.000191313,train_losses.avg=0.327008039
[iter:40220/300000],lr=0.000191305,train_losses.avg=0.326943666
[iter:40240/300000],lr=0.000191296,train_losses.avg=0.326878577
[iter:40260/300000],lr=0.000191288,train_losses.avg=0.326823920
[iter:40280/300000],lr=0.000191279,train_losses.avg=0.326768667
[iter:40300/300000],lr=0.000191271,train_losses.avg=0.326722950
[iter:40320/300000],lr=0.000191262,train_losses.avg=0.326665998
[iter:40340/300000],lr=0.000191254,train_losses.avg=0.326625258
[iter:40360/300000],lr=0.000191245,train_losses.avg=0.326576293
[iter:40380/300000],lr=0.000191236,train_losses.avg=0.326523721
[iter:40400/300000],lr=0.000191228,train_losses.avg=0.326480120
[iter:40420/300000],lr=0.000191219,train_losses.avg=0.326422662
[iter:40440/300000],lr=0.000191211,train_losses.avg=0.326366395
[iter:40460/300000],lr=0.000191202,train_losses.avg=0.326329470
[iter:40480/300000],lr=0.000191194,train_losses.avg=0.326297849
[iter:40500/300000],lr=0.000191185,train_losses.avg=0.326254755
[iter:40520/300000],lr=0.000191176,train_losses.avg=0.326208740
[iter:40540/300000],lr=0.000191168,train_losses.avg=0.326152623
[iter:40560/300000],lr=0.000191159,train_losses.avg=0.326104850
[iter:40580/300000],lr=0.000191151,train_losses.avg=0.326061666
[iter:40600/300000],lr=0.000191142,train_losses.avg=0.326016247
[iter:40620/300000],lr=0.000191134,train_losses.avg=0.325952232
[iter:40640/300000],lr=0.000191125,train_losses.avg=0.325894207
[iter:40660/300000],lr=0.000191116,train_losses.avg=0.325839937
[iter:40680/300000],lr=0.000191108,train_losses.avg=0.325792432
[iter:40700/300000],lr=0.000191099,train_losses.avg=0.325742960
[iter:40720/300000],lr=0.000191090,train_losses.avg=0.325697958
[iter:40740/300000],lr=0.000191082,train_losses.avg=0.325650185
[iter:40760/300000],lr=0.000191073,train_losses.avg=0.325594097
[iter:40780/300000],lr=0.000191065,train_losses.avg=0.325546682
[iter:40800/300000],lr=0.000191056,train_losses.avg=0.325501025
[iter:40820/300000],lr=0.000191047,train_losses.avg=0.325455725
[iter:40840/300000],lr=0.000191039,train_losses.avg=0.325404853
[iter:40860/300000],lr=0.000191030,train_losses.avg=0.325352252
[iter:40880/300000],lr=0.000191021,train_losses.avg=0.325302124
[iter:40900/300000],lr=0.000191013,train_losses.avg=0.325261563
[iter:40920/300000],lr=0.000191004,train_losses.avg=0.325204402
[iter:40940/300000],lr=0.000190995,train_losses.avg=0.325153023
[iter:40960/300000],lr=0.000190987,train_losses.avg=0.325104415
[iter:40980/300000],lr=0.000190978,train_losses.avg=0.325055808
[iter:41000/300000],lr=0.000190969,train_losses.avg=0.325010270
MRAE:0.25392210483551025, RMSE: 0.03694038465619087, PNSR:30.939504623413086
 Iter[041000], Epoch[000041], learning rate : 0.000190969, Train MRAE: 0.325010270, Test MRAE: 0.253922105, Test RMSE: 0.036940385, Test PSNR: 30.939504623 
[iter:41020/300000],lr=0.000190961,train_losses.avg=0.324958742
[iter:41040/300000],lr=0.000190952,train_losses.avg=0.324921042
[iter:41060/300000],lr=0.000190943,train_losses.avg=0.324872822
[iter:41080/300000],lr=0.000190935,train_losses.avg=0.324817687
[iter:41100/300000],lr=0.000190926,train_losses.avg=0.324771166
[iter:41120/300000],lr=0.000190917,train_losses.avg=0.324726611
[iter:41140/300000],lr=0.000190909,train_losses.avg=0.324688971
[iter:41160/300000],lr=0.000190900,train_losses.avg=0.324644983
[iter:41180/300000],lr=0.000190891,train_losses.avg=0.324602365
[iter:41200/300000],lr=0.000190882,train_losses.avg=0.324553996
[iter:41220/300000],lr=0.000190874,train_losses.avg=0.324499637
[iter:41240/300000],lr=0.000190865,train_losses.avg=0.324457496
[iter:41260/300000],lr=0.000190856,train_losses.avg=0.324406981
[iter:41280/300000],lr=0.000190848,train_losses.avg=0.324356109
[iter:41300/300000],lr=0.000190839,train_losses.avg=0.324298203
[iter:41320/300000],lr=0.000190830,train_losses.avg=0.324251741
[iter:41340/300000],lr=0.000190821,train_losses.avg=0.324196517
[iter:41360/300000],lr=0.000190813,train_losses.avg=0.324149758
[iter:41380/300000],lr=0.000190804,train_losses.avg=0.324113458
[iter:41400/300000],lr=0.000190795,train_losses.avg=0.324066997
[iter:41420/300000],lr=0.000190786,train_losses.avg=0.324013770
[iter:41440/300000],lr=0.000190778,train_losses.avg=0.323972672
[iter:41460/300000],lr=0.000190769,train_losses.avg=0.323923558
[iter:41480/300000],lr=0.000190760,train_losses.avg=0.323867530
[iter:41500/300000],lr=0.000190751,train_losses.avg=0.323819906
[iter:41520/300000],lr=0.000190743,train_losses.avg=0.323775709
[iter:41540/300000],lr=0.000190734,train_losses.avg=0.323732257
[iter:41560/300000],lr=0.000190725,train_losses.avg=0.323680907
[iter:41580/300000],lr=0.000190716,train_losses.avg=0.323626041
[iter:41600/300000],lr=0.000190707,train_losses.avg=0.323582798
[iter:41620/300000],lr=0.000190699,train_losses.avg=0.323529154
[iter:41640/300000],lr=0.000190690,train_losses.avg=0.323479384
[iter:41660/300000],lr=0.000190681,train_losses.avg=0.323422372
[iter:41680/300000],lr=0.000190672,train_losses.avg=0.323362917
[iter:41700/300000],lr=0.000190663,train_losses.avg=0.323302448
[iter:41720/300000],lr=0.000190655,train_losses.avg=0.323256791
[iter:41740/300000],lr=0.000190646,train_losses.avg=0.323207498
[iter:41760/300000],lr=0.000190637,train_losses.avg=0.323161006
[iter:41780/300000],lr=0.000190628,train_losses.avg=0.323109537
[iter:41800/300000],lr=0.000190619,train_losses.avg=0.323043495
[iter:41820/300000],lr=0.000190610,train_losses.avg=0.322990209
[iter:41840/300000],lr=0.000190602,train_losses.avg=0.322955728
[iter:41860/300000],lr=0.000190593,train_losses.avg=0.322910219
[iter:41880/300000],lr=0.000190584,train_losses.avg=0.322863549
[iter:41900/300000],lr=0.000190575,train_losses.avg=0.322822094
[iter:41920/300000],lr=0.000190566,train_losses.avg=0.322775513
[iter:41940/300000],lr=0.000190557,train_losses.avg=0.322727859
[iter:41960/300000],lr=0.000190548,train_losses.avg=0.322683185
[iter:41980/300000],lr=0.000190540,train_losses.avg=0.322642595
[iter:42000/300000],lr=0.000190531,train_losses.avg=0.322666526
MRAE:0.3171202540397644, RMSE: 0.04826350882649422, PNSR:29.135351181030273
 Iter[042000], Epoch[000042], learning rate : 0.000190531, Train MRAE: 0.322666526, Test MRAE: 0.317120254, Test RMSE: 0.048263509, Test PSNR: 29.135351181 
[iter:42020/300000],lr=0.000190522,train_losses.avg=0.322650105
[iter:42040/300000],lr=0.000190513,train_losses.avg=0.322627395
[iter:42060/300000],lr=0.000190504,train_losses.avg=0.322591633
[iter:42080/300000],lr=0.000190495,train_losses.avg=0.322554976
[iter:42100/300000],lr=0.000190486,train_losses.avg=0.322511137
[iter:42120/300000],lr=0.000190477,train_losses.avg=0.322468489
[iter:42140/300000],lr=0.000190469,train_losses.avg=0.322429091
[iter:42160/300000],lr=0.000190460,train_losses.avg=0.322386920
[iter:42180/300000],lr=0.000190451,train_losses.avg=0.322353035
[iter:42200/300000],lr=0.000190442,train_losses.avg=0.322305501
[iter:42220/300000],lr=0.000190433,train_losses.avg=0.322265774
[iter:42240/300000],lr=0.000190424,train_losses.avg=0.322227240
[iter:42260/300000],lr=0.000190415,train_losses.avg=0.322187275
[iter:42280/300000],lr=0.000190406,train_losses.avg=0.322139680
[iter:42300/300000],lr=0.000190397,train_losses.avg=0.322098374
[iter:42320/300000],lr=0.000190388,train_losses.avg=0.322045088
[iter:42340/300000],lr=0.000190379,train_losses.avg=0.322001517
[iter:42360/300000],lr=0.000190370,train_losses.avg=0.321959108
[iter:42380/300000],lr=0.000190361,train_losses.avg=0.321918428
[iter:42400/300000],lr=0.000190352,train_losses.avg=0.321896315
[iter:42420/300000],lr=0.000190344,train_losses.avg=0.321845651
[iter:42440/300000],lr=0.000190335,train_losses.avg=0.321797222
[iter:42460/300000],lr=0.000190326,train_losses.avg=0.321752220
[iter:42480/300000],lr=0.000190317,train_losses.avg=0.321707517
[iter:42500/300000],lr=0.000190308,train_losses.avg=0.321670771
[iter:42520/300000],lr=0.000190299,train_losses.avg=0.321629077
[iter:42540/300000],lr=0.000190290,train_losses.avg=0.321586937
[iter:42560/300000],lr=0.000190281,train_losses.avg=0.321544319
[iter:42580/300000],lr=0.000190272,train_losses.avg=0.321491301
[iter:42600/300000],lr=0.000190263,train_losses.avg=0.321451545
[iter:42620/300000],lr=0.000190254,train_losses.avg=0.321402580
[iter:42640/300000],lr=0.000190245,train_losses.avg=0.321353823
[iter:42660/300000],lr=0.000190236,train_losses.avg=0.321317285
[iter:42680/300000],lr=0.000190227,train_losses.avg=0.321272314
[iter:42700/300000],lr=0.000190218,train_losses.avg=0.321229935
[iter:42720/300000],lr=0.000190209,train_losses.avg=0.321191788
[iter:42740/300000],lr=0.000190200,train_losses.avg=0.321146697
[iter:42760/300000],lr=0.000190191,train_losses.avg=0.321088731
[iter:42780/300000],lr=0.000190182,train_losses.avg=0.321039945
[iter:42800/300000],lr=0.000190173,train_losses.avg=0.320987344
[iter:42820/300000],lr=0.000190164,train_losses.avg=0.320950508
[iter:42840/300000],lr=0.000190155,train_losses.avg=0.320910722
[iter:42860/300000],lr=0.000190146,train_losses.avg=0.320862681
[iter:42880/300000],lr=0.000190137,train_losses.avg=0.320816875
[iter:42900/300000],lr=0.000190127,train_losses.avg=0.320783019
[iter:42920/300000],lr=0.000190118,train_losses.avg=0.320742309
[iter:42940/300000],lr=0.000190109,train_losses.avg=0.320690095
[iter:42960/300000],lr=0.000190100,train_losses.avg=0.320646852
[iter:42980/300000],lr=0.000190091,train_losses.avg=0.320597500
[iter:43000/300000],lr=0.000190082,train_losses.avg=0.320543528
MRAE:0.21690241992473602, RMSE: 0.033687155693769455, PNSR:32.08205795288086
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[043000], Epoch[000043], learning rate : 0.000190082, Train MRAE: 0.320543528, Test MRAE: 0.216902420, Test RMSE: 0.033687156, Test PSNR: 32.082057953 
[iter:43020/300000],lr=0.000190073,train_losses.avg=0.320495337
